fips,SCC,Pollutant,Emissions,type,year
6037,2275020000,PM25-PRI,0.327872,POINT,2008
6037,2275020000,PM25-PRI,0.589074,POINT,2008
6037,2275020000,PM25-PRI,0.0888084,POINT,2008
6037,2275020000,PM25-PRI,0.0148217,POINT,2008
6037,2275020000,PM25-PRI,0.0159368,POINT,2008
6037,2275020000,PM25-PRI,0.0105806,POINT,2008
6037,2275020000,PM25-PRI,0.0041709,POINT,2008
6037,2275020000,PM25-PRI,0.45793,POINT,2008
6037,2275020000,PM25-PRI,0.0216439,POINT,2008
6037,2275020000,PM25-PRI,1.24196,POINT,2008
6037,2275020000,PM25-PRI,0.179344,POINT,2008
6037,2275020000,PM25-PRI,0.614749,POINT,2008
6037,2275020000,PM25-PRI,0.46998,POINT,2008
6037,2275020000,PM25-PRI,0.0141975,POINT,2008
6037,2275020000,PM25-PRI,0.0286493,POINT,2008
6037,2275020000,PM25-PRI,8.65E-05,POINT,2008
6037,2275020000,PM25-PRI,0.651528,POINT,2008
6037,2275020000,PM25-PRI,0.32734,POINT,2008
6037,2275020000,PM25-PRI,0.0197354,POINT,2008
6037,2275020000,PM25-PRI,0.002748,POINT,2008
6037,2275020000,PM25-PRI,0.183886,POINT,2008
6037,2275020000,PM25-PRI,0.359106,POINT,2008
6037,2275020000,PM25-PRI,0.150485,POINT,2008
6037,2275020000,PM25-PRI,0.00132902,POINT,2008
6037,2275020000,PM25-PRI,0.146823,POINT,2008
6037,2275020000,PM25-PRI,0.00805904,POINT,2008
6037,2275020000,PM25-PRI,0.445488,POINT,2008
6037,2275020000,PM25-PRI,0.423731,POINT,2008
6037,2275020000,PM25-PRI,0.0233926,POINT,2008
6037,2275020000,PM25-PRI,0.637145,POINT,2008
6037,2275020000,PM25-PRI,0.0551369,POINT,2008
6037,2275020000,PM25-PRI,0.528542,POINT,2008
6037,2275020000,PM25-PRI,0.640983,POINT,2008
6037,2275020000,PM25-PRI,0.388226,POINT,2008
6037,2275020000,PM25-PRI,0.369058,POINT,2008
6037,2275020000,PM25-PRI,0.339963,POINT,2008
6037,2275020000,PM25-PRI,0.0163205,POINT,2008
6037,2275020000,PM25-PRI,0.0617983,POINT,2008
6037,2275020000,PM25-PRI,0.34389,POINT,2008
6037,2275020000,PM25-PRI,0.0326807,POINT,2008
6037,2275020000,PM25-PRI,0.176082,POINT,2008
6037,2275020000,PM25-PRI,2.78332,POINT,2008
6037,2275020000,PM25-PRI,0.538649,POINT,2008
6037,2275020000,PM25-PRI,0.166839,POINT,2008
6037,2275020000,PM25-PRI,0.00135575,POINT,2008
6037,2275020000,PM25-PRI,0.0279186,POINT,2008
6037,2275020000,PM25-PRI,0.019215,POINT,2008
6037,2275020000,PM25-PRI,0.000320321,POINT,2008
6037,2275020000,PM25-PRI,0.0195057,POINT,2008
6037,2275020000,PM25-PRI,0.0473186,POINT,2008
6037,2275020000,PM25-PRI,0.111144,POINT,2008
6037,2275020000,PM25-PRI,1.10086,POINT,2008
6037,2275020000,PM25-PRI,0.113211,POINT,2008
6037,2275020000,PM25-PRI,0.439221,POINT,2008
6037,2275020000,PM25-PRI,0.248304,POINT,2008
6037,2275020000,PM25-PRI,0.37901,POINT,2008
6037,2275020000,PM25-PRI,0.000309694,POINT,2008
6037,2275020000,PM25-PRI,0.0638539,POINT,2008
6037,2275020000,PM25-PRI,0.00632427,POINT,2008
6037,2275020000,PM25-PRI,0.00723945,POINT,2008
6037,2275020000,PM25-PRI,0.0157727,POINT,2008
6037,2275020000,PM25-PRI,0.0139278,POINT,2008
6037,2275020000,PM25-PRI,0.00113249,POINT,2008
6037,2275020000,PM25-PRI,0.00200952,POINT,2008
6037,2275020000,PM25-PRI,0.000856242,POINT,2008
6037,2275020000,PM25-PRI,0.00138066,POINT,2008
6037,2275020000,PM25-PRI,0.00139613,POINT,2008
6037,2275020000,PM25-PRI,1.70513,POINT,2008
6037,2275020000,PM25-PRI,0.301044,POINT,2008
6037,2275020000,PM25-PRI,0.38168,POINT,2008
6037,2275020000,PM25-PRI,0.71658,POINT,2008
6037,2275020000,PM25-PRI,0.381398,POINT,2008
6037,2275020000,PM25-PRI,0.000326961,POINT,2008
6037,2275020000,PM25-PRI,0.608038,POINT,2008
6037,2275020000,PM25-PRI,0.122687,POINT,2008
6037,2275020000,PM25-PRI,3.09308,POINT,2008
6037,2275020000,PM25-PRI,1.17078,POINT,2008
6037,2275020000,PM25-PRI,0.854531,POINT,2008
6037,2275020000,PM25-PRI,0.125199,POINT,2008
6037,2275020000,PM25-PRI,0.0167558,POINT,2008
6037,2275020000,PM25-PRI,3.26168,POINT,2008
6037,2275020000,PM25-PRI,0.358174,POINT,2008
6037,2275020000,PM25-PRI,0.654513,POINT,2008
6037,2275020000,PM25-PRI,1.27502,POINT,2008
6037,2275020000,PM25-PRI,0.321898,POINT,2008
6037,2275020000,PM25-PRI,0.543671,POINT,2008
6037,2275020000,PM25-PRI,0.996039,POINT,2008
6037,2275020000,PM25-PRI,0.740166,POINT,2008
6037,2275020000,PM25-PRI,0.0339881,POINT,2008
6037,2275020000,PM25-PRI,0.0505189,POINT,2008
6037,2275020000,PM25-PRI,0.294834,POINT,2008
6037,2275020000,PM25-PRI,0.348016,POINT,2008
6037,2275020000,PM25-PRI,0.54851,POINT,2008
6037,2275020000,PM25-PRI,0.0914229,POINT,2008
6037,2275020000,PM25-PRI,0.461323,POINT,2008
6037,2275020000,PM25-PRI,0.904616,POINT,2008
6037,2275020000,PM25-PRI,0.782044,POINT,2008
6037,2275020000,PM25-PRI,0.917848,POINT,2008
6037,2275020000,PM25-PRI,3.62844,POINT,2008
6037,2275020000,PM25-PRI,2.33443,POINT,2008
6037,2275020000,PM25-PRI,0.325933,POINT,2008
6037,2275020000,PM25-PRI,0.0113059,POINT,2008
6037,2275020000,PM25-PRI,0.673276,POINT,2008
6037,2275020000,PM25-PRI,2.05654,POINT,2008
6037,2275020000,PM25-PRI,1.76371,POINT,2008
6037,2275020000,PM25-PRI,0.00250977,POINT,2008
6037,2275020000,PM25-PRI,0.00338576,POINT,2008
6037,2275020000,PM25-PRI,0.00162647,POINT,2008
6037,2275020000,PM25-PRI,0.00253219,POINT,2008
6037,2275020000,PM25-PRI,0.0060227,POINT,2008
6037,2275020000,PM25-PRI,0.00092657,POINT,2008
6037,2275020000,PM25-PRI,0.0114334,POINT,2008
6037,2275020000,PM25-PRI,0.00405695,POINT,2008
6037,2275020000,PM25-PRI,0.00122201,POINT,2008
6037,2275020000,PM25-PRI,0.00390426,POINT,2008
6037,2275020000,PM25-PRI,0.00190447,POINT,2008
6037,2275020000,PM25-PRI,0.00200871,POINT,2008
6037,2275020000,PM25-PRI,0.00381486,POINT,2008
6037,2275020000,PM25-PRI,0.0488523,POINT,2008
6037,2275020000,PM25-PRI,0.0139537,POINT,2008
6037,2275020000,PM25-PRI,0.00703668,POINT,2008
6037,2275020000,PM25-PRI,0.00223298,POINT,2008
6037,2275020000,PM25-PRI,0.0495308,POINT,2008
6037,2275020000,PM25-PRI,0.0698956,POINT,2008
6037,2275020000,PM25-PRI,0.0757904,POINT,2008
6037,2275020000,PM25-PRI,0.015955,POINT,2008
6037,2275020000,PM25-PRI,3.14021,POINT,2008
6037,2275020000,PM25-PRI,0.0293874,POINT,2008
6037,2275050011,PM25-PRI,0.0975348,POINT,2008
6037,2275060012,PM25-PRI,0.000133111,POINT,2008
6037,2275050012,PM25-PRI,0.036996,POINT,2008
6037,2265008005,PM25-PRI,2.1031,POINT,2008
6037,2268008005,PM25-PRI,0.163373,POINT,2008
6037,2270008005,PM25-PRI,9.99944,POINT,2008
6037,2267008005,PM25-PRI,0.206593,POINT,2008
6037,2275060011,PM25-PRI,0.00239932,POINT,2008
6037,2275060012,PM25-PRI,0.00799172,POINT,2008
6037,2275050011,PM25-PRI,0.663837,POINT,2008
6037,2275050012,PM25-PRI,0.2518,POINT,2008
6037,2275050011,PM25-PRI,0.329571,POINT,2008
6037,2275050012,PM25-PRI,0.139623,POINT,2008
6037,2275060011,PM25-PRI,0.00278865,POINT,2008
6037,2275060012,PM25-PRI,0.00928849,POINT,2008
6037,2275050011,PM25-PRI,0.470519,POINT,2008
6037,2275050012,PM25-PRI,0.178473,POINT,2008
6037,2275060011,PM25-PRI,0.00271621,POINT,2008
6037,2275060012,PM25-PRI,0.00904724,POINT,2008
6037,2275050011,PM25-PRI,0.315382,POINT,2008
6037,2275050012,PM25-PRI,0.119628,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,0.000222116,POINT,2008
6037,2275070000,PM25-PRI,0.028875,POINT,2008
6037,2275070000,PM25-PRI,0.078629,POINT,2008
6037,2275070000,PM25-PRI,0.0954209,POINT,2008
6037,2275070000,PM25-PRI,0.146226,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,0.0540482,POINT,2008
6037,2275070000,PM25-PRI,0,POINT,2008
6037,2275070000,PM25-PRI,0,POINT,2008
6037,2275070000,PM25-PRI,0.000148077,POINT,2008
6037,2275070000,PM25-PRI,0.0260982,POINT,2008
6037,2275070000,PM25-PRI,0.0185282,POINT,2008
6037,2275070000,PM25-PRI,0.00213231,POINT,2008
6037,2275070000,PM25-PRI,0.00127346,POINT,2008
6037,2275070000,PM25-PRI,0.0024877,POINT,2008
6037,2275070000,PM25-PRI,2.96E-05,POINT,2008
6037,2275070000,PM25-PRI,0.00204346,POINT,2008
6037,2275070000,PM25-PRI,0.00242847,POINT,2008
6037,2275070000,PM25-PRI,0.00456078,POINT,2008
6037,2275070000,PM25-PRI,0.00687078,POINT,2008
6037,2275070000,PM25-PRI,0.00799617,POINT,2008
6037,2275070000,PM25-PRI,0.00260616,POINT,2008
6037,2275070000,PM25-PRI,0.0395662,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,0.119202,POINT,2008
6037,2275070000,PM25-PRI,0.0208789,POINT,2008
6037,2275070000,PM25-PRI,0.0265798,POINT,2008
6037,2275070000,PM25-PRI,0.00577501,POINT,2008
6037,2275070000,PM25-PRI,0.0193241,POINT,2008
6037,2275070000,PM25-PRI,0.0927111,POINT,2008
6037,2275070000,PM25-PRI,0.0185245,POINT,2008
6037,2275070000,PM25-PRI,0.504425,POINT,2008
6037,2275070000,PM25-PRI,0.101996,POINT,2008
6037,2275070000,PM25-PRI,0.113146,POINT,2008
6037,2275070000,PM25-PRI,0.0111058,POINT,2008
6037,2275070000,PM25-PRI,0.0374043,POINT,2008
6037,2275070000,PM25-PRI,0.000222116,POINT,2008
6037,2275070000,PM25-PRI,0.0021175,POINT,2008
6037,2275070000,PM25-PRI,0.000264688,POINT,2008
6037,2275070000,PM25-PRI,0.000529376,POINT,2008
6037,2275070000,PM25-PRI,0.00148225,POINT,2008
6037,2275070000,PM25-PRI,5.29E-05,POINT,2008
6037,2275060011,PM25-PRI,0.0927949,POINT,2008
6037,2275060012,PM25-PRI,0.309084,POINT,2008
6037,2275020000,PM25-PRI,0.000258219,POINT,2008
6037,2275020000,PM25-PRI,0.000516239,POINT,2008
6037,2275020000,PM25-PRI,0.0584491,POINT,2008
6037,2275020000,PM25-PRI,0.162116,POINT,2008
6037,2275020000,PM25-PRI,0.202329,POINT,2008
6037,2275020000,PM25-PRI,0.0837633,POINT,2008
6037,2275020000,PM25-PRI,4.18E-05,POINT,2008
6037,2275020000,PM25-PRI,0.030513,POINT,2008
6037,2275020000,PM25-PRI,0.000418101,POINT,2008
6037,2275020000,PM25-PRI,0.132353,POINT,2008
6037,2275020000,PM25-PRI,0.142661,POINT,2008
6037,2275020000,PM25-PRI,0.0122772,POINT,2008
6037,2275020000,PM25-PRI,0.00756641,POINT,2008
6037,2275020000,PM25-PRI,0.0144248,POINT,2008
6037,2275020000,PM25-PRI,0.000168655,POINT,2008
6037,2275020000,PM25-PRI,0.0138407,POINT,2008
6037,2275020000,PM25-PRI,0.016586,POINT,2008
6037,2275020000,PM25-PRI,0.0311519,POINT,2008
6037,2275020000,PM25-PRI,0.046153,POINT,2008
6037,2275020000,PM25-PRI,0.0463293,POINT,2008
6037,2275020000,PM25-PRI,0.0156252,POINT,2008
6037,2275020000,PM25-PRI,0.312459,POINT,2008
6037,2275020000,PM25-PRI,0.000231078,POINT,2008
6037,2275020000,PM25-PRI,0.20139,POINT,2008
6037,2275020000,PM25-PRI,0.0355415,POINT,2008
6037,2275020000,PM25-PRI,0.0451417,POINT,2008
6037,2275020000,PM25-PRI,0.0108302,POINT,2008
6037,2275020000,PM25-PRI,0.0273657,POINT,2008
6037,2275020000,PM25-PRI,0.346195,POINT,2008
6037,2275020000,PM25-PRI,0.0784471,POINT,2008
6037,2275020000,PM25-PRI,1.89183,POINT,2008
6037,2275020000,PM25-PRI,0.749224,POINT,2008
6037,2275020000,PM25-PRI,0.434197,POINT,2008
6037,2275020000,PM25-PRI,0.0800018,POINT,2008
6037,2275020000,PM25-PRI,0.160864,POINT,2008
6037,2275020000,PM25-PRI,0.000922439,POINT,2008
6037,2275020000,PM25-PRI,0.00670731,POINT,2008
6037,2275020000,PM25-PRI,0.000824937,POINT,2008
6037,2275020000,PM25-PRI,0.00201256,POINT,2008
6037,2275020000,PM25-PRI,0.0058256,POINT,2008
6037,2275020000,PM25-PRI,0.000383771,POINT,2008
6037,2275050011,PM25-PRI,0.196497,POINT,2008
6037,2275060012,PM25-PRI,0.000116095,POINT,2008
6037,2275060012,PM25-PRI,6.60E-05,POINT,2008
6037,2275050012,PM25-PRI,0.0745335,POINT,2008
6037,2265008005,PM25-PRI,0.198511,POINT,2008
6037,2268008005,PM25-PRI,0.0154207,POINT,2008
6037,2270008005,PM25-PRI,0.943845,POINT,2008
6037,2267008005,PM25-PRI,0.0195002,POINT,2008
6037,2275070000,PM25-PRI,0.000370193,POINT,2008
6037,2275070000,PM25-PRI,0.000148077,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,0.00888463,POINT,2008
6037,2275070000,PM25-PRI,0.0241366,POINT,2008
6037,2275070000,PM25-PRI,0.0421724,POINT,2008
6037,2275070000,PM25-PRI,0.0424981,POINT,2008
6037,2275070000,PM25-PRI,0.100322,POINT,2008
6037,2275070000,PM25-PRI,0,POINT,2008
6037,2275070000,PM25-PRI,0,POINT,2008
6037,2275070000,PM25-PRI,0.000296155,POINT,2008
6037,2275070000,PM25-PRI,2.96E-05,POINT,2008
6037,2275070000,PM25-PRI,0.0399512,POINT,2008
6037,2275070000,PM25-PRI,0.036427,POINT,2008
6037,2275070000,PM25-PRI,0.000952876,POINT,2008
6037,2275070000,PM25-PRI,8.88E-05,POINT,2008
6037,2275070000,PM25-PRI,0.0124933,POINT,2008
6037,2275070000,PM25-PRI,0.0183912,POINT,2008
6037,2275070000,PM25-PRI,0.027572,POINT,2008
6037,2275070000,PM25-PRI,0.0321624,POINT,2008
6037,2275070000,PM25-PRI,0.0105135,POINT,2008
6037,2275070000,PM25-PRI,0.158857,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,7.40E-05,POINT,2008
6037,2275070000,PM25-PRI,0.000148077,POINT,2008
6037,2275070000,PM25-PRI,0.0290231,POINT,2008
6037,2275070000,PM25-PRI,0.000799617,POINT,2008
6037,2275070000,PM25-PRI,0.000177693,POINT,2008
6037,2275070000,PM25-PRI,0.00426462,POINT,2008
6037,2275070000,PM25-PRI,0.00084404,POINT,2008
6037,2275070000,PM25-PRI,0.000932886,POINT,2008
6037,2275070000,PM25-PRI,8.88E-05,POINT,2008
6037,2275070000,PM25-PRI,0.00488655,POINT,2008
6037,2275070000,PM25-PRI,0.000355385,POINT,2008
6037,2275070000,PM25-PRI,0.000370563,POINT,2008
6037,2275070000,PM25-PRI,5.29E-05,POINT,2008
6037,2275070000,PM25-PRI,5.29E-05,POINT,2008
6037,2275070000,PM25-PRI,0.000264688,POINT,2008
6037,2275070000,PM25-PRI,5.29E-05,POINT,2008
6037,2275070000,PM25-PRI,0.0126521,POINT,2008
6037,2275070000,PM25-PRI,0.0235572,POINT,2008
6037,2275060011,PM25-PRI,0.0426808,POINT,2008
6037,2275060012,PM25-PRI,0.142162,POINT,2008
6037,2275020000,PM25-PRI,0.00150378,POINT,2008
6037,2275020000,PM25-PRI,0.00091036,POINT,2008
6037,2275020000,PM25-PRI,0.000259119,POINT,2008
6037,2275020000,PM25-PRI,0.000635656,POINT,2008
6037,2275020000,PM25-PRI,0.000173968,POINT,2008
6037,2275020000,PM25-PRI,0.0181586,POINT,2008
6037,2275020000,PM25-PRI,0.050221,POINT,2008
6037,2275020000,PM25-PRI,0.0908486,POINT,2008
6037,2275020000,PM25-PRI,0.0247411,POINT,2008
6037,2275020000,PM25-PRI,0.0575071,POINT,2008
6037,2275020000,PM25-PRI,8.66E-05,POINT,2008
6037,2275020000,PM25-PRI,0.114268,POINT,2008
6037,2275020000,PM25-PRI,0.00489146,POINT,2008
6037,2275020000,PM25-PRI,0.00027812,POINT,2008
6037,2275020000,PM25-PRI,0.0974172,POINT,2008
6037,2275020000,PM25-PRI,0.126656,POINT,2008
6037,2275020000,PM25-PRI,0.186786,POINT,2008
6037,2275020000,PM25-PRI,0.188581,POINT,2008
6037,2275020000,PM25-PRI,0.0637205,POINT,2008
6037,2275020000,PM25-PRI,1.27231,POINT,2008
6037,2275020000,PM25-PRI,0.000309902,POINT,2008
6037,2275020000,PM25-PRI,0.000283266,POINT,2008
6037,2275020000,PM25-PRI,0.000287215,POINT,2008
6037,2275020000,PM25-PRI,0.000345428,POINT,2008
6037,2275020000,PM25-PRI,0.00046571,POINT,2008
6037,2275020000,PM25-PRI,0.0551473,POINT,2008
6037,2275020000,PM25-PRI,0.00302183,POINT,2008
6037,2275020000,PM25-PRI,0.000764344,POINT,2008
6037,2275020000,PM25-PRI,0.016184,POINT,2008
6037,2275020000,PM25-PRI,0.00629239,POINT,2008
6037,2275020000,PM25-PRI,0.00362278,POINT,2008
6037,2275020000,PM25-PRI,0.000649585,POINT,2008
6037,2275020000,PM25-PRI,0.0212567,POINT,2008
6037,2275020000,PM25-PRI,0.00149328,POINT,2008
6037,2275020000,PM25-PRI,0.00118683,POINT,2008
6037,2275020000,PM25-PRI,0.000166899,POINT,2008
6037,2275020000,PM25-PRI,0.00020262,POINT,2008
6037,2275020000,PM25-PRI,0.00104725,POINT,2008
6037,2275020000,PM25-PRI,0.0919607,POINT,2008
6037,2275020000,PM25-PRI,0.146678,POINT,2008
6037,2275050011,PM25-PRI,2.03548,POINT,2008
6037,2275060012,PM25-PRI,6.66E-05,POINT,2008
6037,2275050012,PM25-PRI,0.38771,POINT,2008
6037,2265008005,PM25-PRI,0.086851,POINT,2008
6037,2268008005,PM25-PRI,0.00674675,POINT,2008
6037,2270008005,PM25-PRI,0.412944,POINT,2008
6037,2267008005,PM25-PRI,0.00853161,POINT,2008
6037,2275070000,PM25-PRI,0,POINT,2008
6037,2275070000,PM25-PRI,0,POINT,2008
6037,2275070000,PM25-PRI,8.88E-05,POINT,2008
6037,2275060011,PM25-PRI,0.0468456,POINT,2008
6037,2275060012,PM25-PRI,0.156035,POINT,2008
6037,2275020000,PM25-PRI,0.000259139,POINT,2008
6037,2275050011,PM25-PRI,0.634579,POINT,2008
6037,2275060012,PM25-PRI,0.000133013,POINT,2008
6037,2275050012,PM25-PRI,0.240702,POINT,2008
6037,2265008005,PM25-PRI,1.16E-05,POINT,2008
6037,2268008005,PM25-PRI,9.05E-07,POINT,2008
6037,2270008005,PM25-PRI,5.54E-05,POINT,2008
6037,2267008005,PM25-PRI,1.14E-06,POINT,2008
42101,2275070000,PM25-PRI,0,POINT,2008
42101,2275070000,PM25-PRI,0,POINT,2008
42101,2275070000,PM25-PRI,0,POINT,2008
42101,2275070000,PM25-PRI,0,POINT,2008
42101,2275070000,PM25-PRI,5.92E-05,POINT,2008
42101,2275070000,PM25-PRI,0,POINT,2008
42101,2275070000,PM25-PRI,0,POINT,2008
42101,2275070000,PM25-PRI,0,POINT,2008
42101,2275060011,PM25-PRI,0.0299055,POINT,2008
42101,2275060012,PM25-PRI,0.0996101,POINT,2008
42101,2275050011,PM25-PRI,0.45961,POINT,2008
42101,2275060012,PM25-PRI,6.66E-05,POINT,2008
42101,2275050012,PM25-PRI,0.174335,POINT,2008
42101,2265008005,PM25-PRI,3.97E-05,POINT,2008
42101,2268008005,PM25-PRI,3.08E-06,POINT,2008
42101,2270008005,PM25-PRI,0.000188661,POINT,2008
42101,2267008005,PM25-PRI,3.90E-06,POINT,2008
45019,2275060011,PM25-PRI,0.00905404,POINT,2008
45019,2275060012,PM25-PRI,0.0301575,POINT,2008
45019,2275050011,PM25-PRI,0.278862,POINT,2008
45019,2275050012,PM25-PRI,0.105775,POINT,2008
45019,2275070000,PM25-PRI,0.000222116,POINT,2008
45019,2275070000,PM25-PRI,7.40E-05,POINT,2008
45019,2275070000,PM25-PRI,0.000370193,POINT,2008
45019,2275070000,PM25-PRI,0.000814424,POINT,2008
45019,2275070000,PM25-PRI,0.0154741,POINT,2008
45019,2275070000,PM25-PRI,0.0852184,POINT,2008
45019,2275070000,PM25-PRI,0.000296155,POINT,2008
45019,2275070000,PM25-PRI,0.0358347,POINT,2008
45019,2275070000,PM25-PRI,0.0972867,POINT,2008
45019,2275070000,PM25-PRI,0.000133269,POINT,2008
45019,2275070000,PM25-PRI,0.0488655,POINT,2008
45019,2275070000,PM25-PRI,0.192323,POINT,2008
45019,2275070000,PM25-PRI,0.139489,POINT,2008
45019,2275070000,PM25-PRI,0.0351683,POINT,2008
45019,2275070000,PM25-PRI,0,POINT,2008
45019,2275070000,PM25-PRI,0,POINT,2008
45019,2275070000,PM25-PRI,0,POINT,2008
45019,2275070000,PM25-PRI,0,POINT,2008
45019,2275070000,PM25-PRI,0,POINT,2008
45019,2275070000,PM25-PRI,0.00100693,POINT,2008
45019,2275070000,PM25-PRI,0.000770001,POINT,2008
45019,2275070000,PM25-PRI,0.105816,POINT,2008
45019,2275070000,PM25-PRI,0.0114908,POINT,2008
45019,2275070000,PM25-PRI,0,POINT,2008
45019,2275070000,PM25-PRI,0.00524193,POINT,2008
45019,2275070000,PM25-PRI,0,POINT,2008
45019,2275070000,PM25-PRI,2.96E-05,POINT,2008
45019,2275070000,PM25-PRI,2.96E-05,POINT,2008
45019,2275070000,PM25-PRI,2.96E-05,POINT,2008
45019,2275070000,PM25-PRI,2.96E-05,POINT,2008
45019,2275070000,PM25-PRI,5.92E-05,POINT,2008
45019,2275070000,PM25-PRI,5.92E-05,POINT,2008
45019,2275070000,PM25-PRI,0,POINT,2008
45019,2275070000,PM25-PRI,7.40E-05,POINT,2008
45019,2275070000,PM25-PRI,0.000148077,POINT,2008
45019,2275070000,PM25-PRI,0.000370193,POINT,2008
45019,2275070000,PM25-PRI,0.000148077,POINT,2008
45019,2275070000,PM25-PRI,0.000296155,POINT,2008
45019,2275070000,PM25-PRI,7.40E-05,POINT,2008
45019,2275070000,PM25-PRI,0.000592308,POINT,2008
45019,2275070000,PM25-PRI,0.026876,POINT,2008
45019,2275070000,PM25-PRI,0.00473847,POINT,2008
45019,2275070000,PM25-PRI,0.00599712,POINT,2008
45019,2275070000,PM25-PRI,0.0022952,POINT,2008
45019,2275070000,PM25-PRI,0.00133269,POINT,2008
45019,2275070000,PM25-PRI,0.000222116,POINT,2008
45019,2275070000,PM25-PRI,4.44E-05,POINT,2008
45019,2275070000,PM25-PRI,0.00133269,POINT,2008
45019,2275070000,PM25-PRI,0.000266539,POINT,2008
45019,2275070000,PM25-PRI,0.000266539,POINT,2008
45019,2275070000,PM25-PRI,4.44E-05,POINT,2008
45019,2275070000,PM25-PRI,0.0175916,POINT,2008
45019,2275070000,PM25-PRI,4.44E-05,POINT,2008
45019,2275070000,PM25-PRI,0.00777405,POINT,2008
45019,2275070000,PM25-PRI,0.00122164,POINT,2008
45019,2275070000,PM25-PRI,0.000536779,POINT,2008
45019,2275070000,PM25-PRI,0.011011,POINT,2008
45019,2275070000,PM25-PRI,0.00153519,POINT,2008
45019,2275070000,PM25-PRI,5.29E-05,POINT,2008
45019,2275070000,PM25-PRI,0.00264688,POINT,2008
45019,2275070000,PM25-PRI,0.0078877,POINT,2008
45019,2275060011,PM25-PRI,0.0428709,POINT,2008
45019,2275060012,PM25-PRI,0.142796,POINT,2008
45019,2275050011,PM25-PRI,0.167005,POINT,2008
45019,2275050012,PM25-PRI,0.0633467,POINT,2008
45019,2265008005,PM25-PRI,0.0719974,POINT,2008
45019,2268008005,PM25-PRI,0.00559289,POINT,2008
45019,2270008005,PM25-PRI,0.34232,POINT,2008
45019,2267008005,PM25-PRI,0.00707249,POINT,2008
45019,2275060011,PM25-PRI,0.00430067,POINT,2008
45019,2275060012,PM25-PRI,0.0143248,POINT,2008
45019,2275050011,PM25-PRI,0.156163,POINT,2008
45019,2275050012,PM25-PRI,0.0592342,POINT,2008
6037,2275001000,PM25-PRI,0.0244711,POINT,2008
6037,2275001000,PM25-PRI,0.317536,POINT,2008
45019,2275001000,PM25-PRI,0.0588247,POINT,2008
45019,2275001000,PM25-PRI,0.543932,POINT,2008
45019,2275001000,PM25-PRI,0.00490206,POINT,2008
6037,2275001000,PM25-PRI,0.00541187,POINT,2008
6037,2275001000,PM25-PRI,0.00494127,POINT,2008
6037,2275001000,PM25-PRI,0.00184317,POINT,2008
6037,2275001000,PM25-PRI,0.0488637,POINT,2008
6037,2275001000,PM25-PRI,0.0200396,POINT,2008
6037,2275001000,PM25-PRI,0.00329418,POINT,2008
6037,2275001000,PM25-PRI,0.00764721,POINT,2008
6037,2275001000,PM25-PRI,0.00498049,POINT,2008
6037,2275001000,PM25-PRI,0.0268241,POINT,2008
6037,2275001000,PM25-PRI,0.00537265,POINT,2008
42101,10300603,PM25-PRI,0,POINT,2008
42101,10300602,PM25-PRI,0,POINT,2008
42101,10500106,PM25-PRI,0.003315,POINT,2008
42101,10500106,PM25-PRI,0.003042,POINT,2008
42101,10300603,PM25-PRI,0.016653,POINT,2008
42101,10300603,PM25-PRI,0.001287,POINT,2008
42101,10300501,PM25-PRI,0,POINT,2008
42101,10300603,PM25-PRI,0.0305136,POINT,2008
42101,10300503,PM25-PRI,0,POINT,2008
42101,10300503,PM25-PRI,0,POINT,2008
42101,10300603,PM25-PRI,0.0305136,POINT,2008
42101,10300603,PM25-PRI,0.0012714,POINT,2008
42101,20100102,PM25-PRI,0.0232503,POINT,2008
42101,10300603,PM25-PRI,0.051051,POINT,2008
42101,10300501,PM25-PRI,0,POINT,2008
42101,10300603,PM25-PRI,0.0353236,POINT,2008
42101,10300501,PM25-PRI,0,POINT,2008
42101,10300603,PM25-PRI,0.02808,POINT,2008
42101,10300501,PM25-PRI,0,POINT,2008
42101,10300603,PM25-PRI,0.0304824,POINT,2008
42101,10300501,PM25-PRI,0,POINT,2008
42101,10300603,PM25-PRI,0.0177606,POINT,2008
42101,10300501,PM25-PRI,0,POINT,2008
42101,20300101,PM25-PRI,0.000363245,POINT,2008
42101,20300101,PM25-PRI,0.000363245,POINT,2008
42101,20300101,PM25-PRI,0.000363245,POINT,2008
42101,20300101,PM25-PRI,0.000363245,POINT,2008
42101,20300101,PM25-PRI,0.000363245,POINT,2008
42101,20300101,PM25-PRI,0.000363245,POINT,2008
42101,20300101,PM25-PRI,0.000363245,POINT,2008
42101,20300101,PM25-PRI,0.000956716,POINT,2008
